"filename", "language", "JSON", "YAML", "JSON with Comments", "XML", "Markdown", "HTML", "TypeScript", "CSV", "Skill", "Python", "PowerShell", "Groovy", "JavaScript", "PostCSS", "C#", "ASP.NET Razor", "XAML", "comment", "blank", "total"
"d:\workshops\eShop\src\ClientApp\Resources\Images\trash.svg", "XML", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"d:\workshops\eShop\src\ClientApp\Resources\Images\user.svg", "XML", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\workshops\eShop\src\ClientApp\Resources\Splash\splash.svg", "XML", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 44
"d:\workshops\eShop\src\ClientApp\Resources\Styles\Colors.xaml", "XAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 2, 6, 45
"d:\workshops\eShop\src\ClientApp\Resources\Styles\Styles.xaml", "XAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 301, 4, 37, 342
"d:\workshops\eShop\src\ClientApp\Services\AppEnvironment\AppEnvironmentService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 15, 67
"d:\workshops\eShop\src\ClientApp\Services\AppEnvironment\IAppEnvironmentService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 7, 20
"d:\workshops\eShop\src\ClientApp\Services\Basket\BasketMockService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 14, 60
"d:\workshops\eShop\src\ClientApp\Services\Basket\BasketService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 31, 152
"d:\workshops\eShop\src\ClientApp\Services\Basket\IBasketService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 3, 12
"d:\workshops\eShop\src\ClientApp\Services\Basket\Protos\Basket.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1011, 0, 0, 22, 120, 1153
"d:\workshops\eShop\src\ClientApp\Services\Basket\Protos\BasketGrpc.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 0, 0, 14, 14, 187
"d:\workshops\eShop\src\ClientApp\Services\Catalog\CatalogMockService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 15, 117
"d:\workshops\eShop\src\ClientApp\Services\Catalog\CatalogService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 22, 85
"d:\workshops\eShop\src\ClientApp\Services\Catalog\ICatalogService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 4, 14
"d:\workshops\eShop\src\ClientApp\Services\Common\Common.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 3, 14
"d:\workshops\eShop\src\ClientApp\Services\Dialog\DialogService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
"d:\workshops\eShop\src\ClientApp\Services\Dialog\IDialogService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 7
"d:\workshops\eShop\src\ClientApp\Services\EShopJsonSerializerContext.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 3, 22
"d:\workshops\eShop\src\ClientApp\Services\FixUri\FixUriService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 15, 109
"d:\workshops\eShop\src\ClientApp\Services\FixUri\IFixUriService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 3, 13
"d:\workshops\eShop\src\ClientApp\Services\Identity\AuthorizeRequest.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 5, 22
"d:\workshops\eShop\src\ClientApp\Services\Identity\IIdentityService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 6, 15
"d:\workshops\eShop\src\ClientApp\Services\Identity\IdentityMockService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 9, 59
"d:\workshops\eShop\src\ClientApp\Services\Identity\IdentityService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 26, 154
"d:\workshops\eShop\src\ClientApp\Services\Location\ILocationService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 7
"d:\workshops\eShop\src\ClientApp\Services\Location\LocationService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 2, 7, 31
"d:\workshops\eShop\src\ClientApp\Services\Navigation\INavigationService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 4, 11
"d:\workshops\eShop\src\ClientApp\Services\Navigation\MauiNavigationService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 9, 36
"d:\workshops\eShop\src\ClientApp\Services\OpenUrl\IOpenUrlService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 7
"d:\workshops\eShop\src\ClientApp\Services\OpenUrl\OpenUrlService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 2, 13
"d:\workshops\eShop\src\ClientApp\Services\Order\IOrderService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 7, 17
"d:\workshops\eShop\src\ClientApp\Services\Order\OrderMockService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172, 0, 0, 0, 16, 188
"d:\workshops\eShop\src\ClientApp\Services\Order\OrderService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 2, 27, 129
"d:\workshops\eShop\src\ClientApp\Services\RequestProvider\HttpRequestExceptionEx.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 6, 22
"d:\workshops\eShop\src\ClientApp\Services\RequestProvider\IRequestProvider.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 7, 17
"d:\workshops\eShop\src\ClientApp\Services\RequestProvider\RequestProvider.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 139, 0, 0, 0, 43, 182
"d:\workshops\eShop\src\ClientApp\Services\Settings\ISettingsService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 17, 39
"d:\workshops\eShop\src\ClientApp\Services\Settings\SettingsService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 0, 0, 0, 27, 153
"d:\workshops\eShop\src\ClientApp\Services\Theme\ITheme.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 7
"d:\workshops\eShop\src\ClientApp\Services\Theme\Theme.shared.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 2, 9
"d:\workshops\eShop\src\ClientApp\Triggers\BeginAnimation.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 4, 17
"d:\workshops\eShop\src\ClientApp\Validations\IValidationRule.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 3, 9
"d:\workshops\eShop\src\ClientApp\Validations\IValidity.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 7
"d:\workshops\eShop\src\ClientApp\Validations\IsNotNullOrEmptyRule.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 3, 13
"d:\workshops\eShop\src\ClientApp\Validations\ValidatableObject.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 10, 48
"d:\workshops\eShop\src\ClientApp\ViewModels\Base\IViewModelBase.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 7, 17
"d:\workshops\eShop\src\ClientApp\ViewModels\Base\ViewModelBase.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 13, 56
"d:\workshops\eShop\src\ClientApp\ViewModels\BasketViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 1, 22, 114
"d:\workshops\eShop\src\ClientApp\ViewModels\CatalogItemViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 13, 66
"d:\workshops\eShop\src\ClientApp\ViewModels\CatalogViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 0, 0, 1, 39, 206
"d:\workshops\eShop\src\ClientApp\ViewModels\CheckoutViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 0, 0, 10, 29, 171
"d:\workshops\eShop\src\ClientApp\ViewModels\LoginViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 28, 138
"d:\workshops\eShop\src\ClientApp\ViewModels\MainViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 4, 19
"d:\workshops\eShop\src\ClientApp\ViewModels\MapViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 7, 38
"d:\workshops\eShop\src\ClientApp\ViewModels\ObservableCollectionEx.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 12, 55
"d:\workshops\eShop\src\ClientApp\ViewModels\OrderDetailViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 1, 13, 76
"d:\workshops\eShop\src\ClientApp\ViewModels\ProfileViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 2, 14, 79
"d:\workshops\eShop\src\ClientApp\ViewModels\SelectionViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 2, 8
"d:\workshops\eShop\src\ClientApp\ViewModels\SettingsViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 283, 0, 0, 5, 57, 345
"d:\workshops\eShop\src\ClientApp\Views\BadgeView.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 29, 141
"d:\workshops\eShop\src\ClientApp\Views\BasketView.xaml", "XAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 3, 0, 98
"d:\workshops\eShop\src\ClientApp\Views\BasketView.xaml.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 2, 11
"d:\workshops\eShop\src\ClientApp\Views\CatalogItemView.xaml", "XAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 3, 104
"d:\workshops\eShop\src\ClientApp\Views\CatalogItemView.xaml.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 2, 11
"d:\workshops\eShop\src\ClientApp\Views\CatalogView.xaml", "XAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 230, 2, 7, 239
"d:\workshops\eShop\src\ClientApp\Views\CatalogView.xaml.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 11, 58
"d:\workshops\eShop\src\ClientApp\Views\CheckoutView.xaml", "XAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 153, 5, 12, 170
"d:\workshops\eShop\src\ClientApp\Views\CheckoutView.xaml.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 2, 11
"d:\workshops\eShop\src\ClientApp\Views\ContentPageBase.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"d:\workshops\eShop\src\ClientApp\Views\CustomNavigationView.xaml", "XAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 1, 9
"d:\workshops\eShop\src\ClientApp\Views\CustomNavigationView.xaml.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 3, 15
"d:\workshops\eShop\src\ClientApp\Views\FiltersView.xaml", "XAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 2, 2, 76
"d:\workshops\eShop\src\ClientApp\Views\FiltersView.xaml.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 3, 12
"d:\workshops\eShop\src\ClientApp\Views\LoginView.xaml", "XAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 8, 85
"d:\workshops\eShop\src\ClientApp\Views\LoginView.xaml.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 1, 5, 23
"d:\workshops\eShop\src\ClientApp\Views\MapView.xaml", "XAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 1, 42
"d:\workshops\eShop\src\ClientApp\Views\MapView.xaml.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 6, 27
"d:\workshops\eShop\src\ClientApp\Views\MauiAuthenticationBrowser.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 5, 28
"d:\workshops\eShop\src\ClientApp\Views\OrderDetailView.xaml", "XAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 187, 4, 15, 206
"d:\workshops\eShop\src\ClientApp\Views\OrderDetailView.xaml.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 2, 11
"d:\workshops\eShop\src\ClientApp\Views\ProfileView.xaml", "XAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 1, 4, 52
"d:\workshops\eShop\src\ClientApp\Views\ProfileView.xaml.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 5, 24
"d:\workshops\eShop\src\ClientApp\Views\SettingsView.xaml", "XAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 96, 14, 258
"d:\workshops\eShop\src\ClientApp\Views\SettingsView.xaml.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 2, 11
"d:\workshops\eShop\src\ClientApp\Views\Templates\BasketItemTemplate.xaml", "XAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 6, 3, 131
"d:\workshops\eShop\src\ClientApp\Views\Templates\BasketItemTemplate.xaml.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
"d:\workshops\eShop\src\ClientApp\Views\Templates\CampaignTemplate.xaml", "XAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 2, 3, 39
"d:\workshops\eShop\src\ClientApp\Views\Templates\CampaignTemplate.xaml.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
"d:\workshops\eShop\src\ClientApp\Views\Templates\OrderItemTemplate.xaml", "XAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 4, 6, 102
"d:\workshops\eShop\src\ClientApp\Views\Templates\OrderItemTemplate.xaml.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
"d:\workshops\eShop\src\ClientApp\Views\Templates\OrderTemplate.xaml", "XAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 3, 67
"d:\workshops\eShop\src\ClientApp\Views\Templates\OrderTemplate.xaml.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
"d:\workshops\eShop\src\ClientApp\Views\Templates\ProductTemplate.xaml", "XAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 3, 5, 77
"d:\workshops\eShop\src\ClientApp\Views\Templates\ProductTemplate.xaml.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
"d:\workshops\eShop\src\EventBusRabbitMQ\EventBusOptions.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 2, 8
"d:\workshops\eShop\src\EventBusRabbitMQ\EventBusRabbitMQ.csproj", "XML", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"d:\workshops\eShop\src\EventBusRabbitMQ\GlobalUsings.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 11
"d:\workshops\eShop\src\EventBusRabbitMQ\RabbitMQEventBus.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 244, 0, 0, 17, 61, 322
"d:\workshops\eShop\src\EventBusRabbitMQ\RabbitMQTelemetry.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 4, 13
"d:\workshops\eShop\src\EventBusRabbitMQ\RabbitMqDependencyInjectionExtensions.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 10, 11, 47
"d:\workshops\eShop\src\EventBus\Abstractions\EventBusSubscriptionInfo.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"d:\workshops\eShop\src\EventBus\Abstractions\IEventBus.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 7
"d:\workshops\eShop\src\EventBus\Abstractions\IEventBusBuilder.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 7
"d:\workshops\eShop\src\EventBus\Abstractions\IIntegrationEventHandler.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 4, 15
"d:\workshops\eShop\src\EventBus\EventBus.csproj", "XML", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"d:\workshops\eShop\src\EventBus\Events\IntegrationEvent.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 4, 17
"d:\workshops\eShop\src\EventBus\Extensions\EventBusBuilderExtensions.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 6, 8, 41
"d:\workshops\eShop\src\EventBus\Extensions\GenericTypeExtensions.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 5, 27
"d:\workshops\eShop\src\EventBus\GlobalUsings.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 3
"d:\workshops\eShop\src\HybridApp\App.xaml", "XAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 4, 26
"d:\workshops\eShop\src\HybridApp\App.xaml.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 3, 15
"d:\workshops\eShop\src\HybridApp\Components\Layout\FooterBar.razor", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"d:\workshops\eShop\src\HybridApp\Components\Layout\FooterBar.razor.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 3, 23
"d:\workshops\eShop\src\HybridApp\Components\Layout\HeaderBar.razor", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 3, 5, 35
"d:\workshops\eShop\src\HybridApp\Components\Layout\HeaderBar.razor.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 10, 69
"d:\workshops\eShop\src\HybridApp\Components\Layout\MainLayout.razor", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 2, 3, 14
"d:\workshops\eShop\src\HybridApp\Components\Layout\MainLayout.razor.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 2, 19
"d:\workshops\eShop\src\HybridApp\Components\Pages\Catalog\Catalog.razor", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 12, 62
"d:\workshops\eShop\src\HybridApp\Components\Pages\Catalog\Catalog.razor.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 15, 117
"d:\workshops\eShop\src\HybridApp\Components\Pages\Catalog\CatalogSearch.razor", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 7, 76
"d:\workshops\eShop\src\HybridApp\Components\Pages\Catalog\CatalogSearch.razor.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 15, 108
"d:\workshops\eShop\src\HybridApp\Components\Pages\Item\ItemPage.razor", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 5, 11, 88
"d:\workshops\eShop\src\HybridApp\Components\Pages\Item\ItemPage.razor.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 9, 54
"d:\workshops\eShop\src\HybridApp\Components\Routes.razor", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 13
"d:\workshops\eShop\src\HybridApp\Components\_Imports.razor", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 1, 14
"d:\workshops\eShop\src\HybridApp\GlobalSuppressions.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 22, 2, 32
"d:\workshops\eShop\src\HybridApp\HybridApp.csproj", "XML", 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 19, 88
"d:\workshops\eShop\src\HybridApp\MainPage.xaml", "XAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 3, 15
"d:\workshops\eShop\src\HybridApp\MainPage.xaml.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
"d:\workshops\eShop\src\HybridApp\MauiProgram.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 1, 10, 36
"d:\workshops\eShop\src\HybridApp\Platforms\Android\AndroidManifest.xml", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\workshops\eShop\src\HybridApp\Platforms\Android\MainActivity.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 3, 11
"d:\workshops\eShop\src\HybridApp\Platforms\Android\MainApplication.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 4, 16
"d:\workshops\eShop\src\HybridApp\Platforms\Android\Resources\values\colors.xml", "XML", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"d:\workshops\eShop\src\HybridApp\Platforms\Android\Resources\xml\network_security_config.xml", "XML", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
